epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,1409.41,0.5393,0.38164,0.9703,0.96907,0.92167,0.94285,0.73866,0.85317,0.44338,1.21982,0.0007922,0.0007922,0.0007922
185,1417.34,0.5448,0.38087,0.96608,0.96442,0.92647,0.94748,0.73792,0.82947,0.42184,1.1859,0.0007856,0.0007856,0.0007856
186,1426.31,0.54051,0.40263,0.97528,0.93905,0.95588,0.94886,0.74203,0.82958,0.42842,1.19301,0.000779,0.000779,0.000779
187,1432.17,0.5114,0.35742,0.95303,0.96483,0.89706,0.94751,0.74626,0.82784,0.42908,1.18283,0.0007724,0.0007724,0.0007724
188,1439.81,0.52578,0.38108,0.96722,0.94096,0.93753,0.95373,0.77012,0.83392,0.41891,1.19139,0.0007658,0.0007658,0.0007658
189,1449.18,0.49723,0.34525,0.93414,0.96616,0.92647,0.95854,0.75745,0.88003,0.39352,1.24271,0.0007592,0.0007592,0.0007592
190,1455.14,0.5331,0.40993,0.97653,0.9677,0.92647,0.95738,0.76274,0.87243,0.40436,1.25486,0.0007526,0.0007526,0.0007526
191,1464.95,0.55068,0.38827,0.98137,0.96957,0.93709,0.96647,0.75274,0.91689,0.39504,1.2896,0.000746,0.000746,0.000746
192,1470.92,0.52196,0.40031,0.94993,0.96272,0.91176,0.96565,0.74082,0.93681,0.45556,1.29437,0.0007394,0.0007394,0.0007394
193,1477.57,0.52497,0.37677,0.95491,0.95369,0.90852,0.96327,0.73643,0.93206,0.46055,1.31746,0.0007328,0.0007328,0.0007328
194,1487.7,0.52875,0.3648,0.96245,0.9536,0.90679,0.9598,0.7539,0.88629,0.45657,1.29618,0.0007262,0.0007262,0.0007262
195,1493.65,0.51748,0.38904,0.97271,0.96577,0.91176,0.95881,0.75583,0.8377,0.43913,1.2462,0.0007196,0.0007196,0.0007196
196,1501.58,0.53785,0.40117,0.98153,0.96918,0.92489,0.95619,0.7577,0.85532,0.44866,1.21783,0.000713,0.000713,0.000713
197,1508.77,0.53078,0.38293,0.96217,0.95445,0.95588,0.95883,0.75249,0.88608,0.44419,1.23086,0.0007064,0.0007064,0.0007064
198,1515.33,0.52766,0.36361,0.97594,0.96341,0.92647,0.95061,0.74744,0.88095,0.43007,1.236,0.0006998,0.0006998,0.0006998
199,1525.87,0.49792,0.3598,0.96658,0.96273,0.91176,0.94879,0.756,0.86632,0.42979,1.23877,0.0006932,0.0006932,0.0006932
200,1531.79,0.53906,0.35971,0.97788,0.92746,0.94015,0.94989,0.75221,0.87981,0.4305,1.25229,0.0006866,0.0006866,0.0006866
201,1538.9,0.52063,0.35684,0.95567,0.92692,0.94118,0.95104,0.75568,0.88917,0.42654,1.24874,0.00068,0.00068,0.00068
202,1546.59,0.55315,0.38145,0.97751,0.95515,0.93966,0.95787,0.75726,0.89009,0.41157,1.25817,0.0006734,0.0006734,0.0006734
203,1554.56,0.50991,0.36357,0.96299,0.93773,0.92647,0.95903,0.74241,0.88245,0.42829,1.23899,0.0006668,0.0006668,0.0006668
204,1563.74,0.50328,0.35467,0.96835,0.92247,0.92647,0.95888,0.74739,0.85758,0.46348,1.20809,0.0006602,0.0006602,0.0006602
205,1569.58,0.50463,0.3616,0.9528,0.93574,0.92647,0.94986,0.74752,0.85863,0.44212,1.21939,0.0006536,0.0006536,0.0006536
206,1576.75,0.53728,0.36672,0.97879,0.95429,0.92108,0.95112,0.75775,0.85146,0.44652,1.22955,0.000647,0.000647,0.000647
207,1584.26,0.49527,0.36228,0.96728,0.92698,0.93356,0.95271,0.75785,0.86655,0.4311,1.22883,0.0006404,0.0006404,0.0006404
208,1592.24,0.50557,0.35233,0.94799,0.94029,0.92627,0.95288,0.76482,0.88092,0.4409,1.21188,0.0006338,0.0006338,0.0006338
209,1601.26,0.51414,0.35026,0.97485,0.92619,0.94118,0.95169,0.75362,0.89661,0.43876,1.21717,0.0006272,0.0006272,0.0006272
210,1607.09,0.48504,0.34616,0.95642,0.92711,0.95588,0.95232,0.7492,0.88526,0.42622,1.21626,0.0006206,0.0006206,0.0006206
211,1614.05,0.46592,0.34444,0.93593,0.92934,0.96708,0.96255,0.75348,0.88925,0.42878,1.23174,0.000614,0.000614,0.000614
212,1624.24,0.51478,0.36152,0.96747,0.92841,0.95364,0.96273,0.75199,0.87285,0.46213,1.22341,0.0006074,0.0006074,0.0006074
213,1630.05,0.52688,0.36735,0.97462,0.93111,0.94118,0.96757,0.76694,0.86542,0.44335,1.2282,0.0006008,0.0006008,0.0006008
214,1638.77,0.52616,0.36478,0.96396,0.92944,0.96852,0.97082,0.78111,0.85172,0.4137,1.23143,0.0005942,0.0005942,0.0005942
215,1645.71,0.47418,0.3439,0.93903,0.92768,0.97059,0.96992,0.78332,0.85266,0.39117,1.23662,0.0005876,0.0005876,0.0005876
216,1651.54,0.47986,0.34232,0.91805,0.9263,0.97059,0.96455,0.76705,0.8602,0.40747,1.23056,0.000581,0.000581,0.000581
217,1662.41,0.49372,0.36639,0.95465,0.97391,0.91176,0.96458,0.77557,0.8428,0.43212,1.21475,0.0005744,0.0005744,0.0005744
218,1668.21,0.47037,0.36257,0.96338,0.97959,0.91176,0.96347,0.74738,0.88466,0.44437,1.26701,0.0005678,0.0005678,0.0005678
219,1675.06,0.48103,0.33385,0.94491,0.97808,0.89706,0.95252,0.74675,0.89113,0.42894,1.26689,0.0005612,0.0005612,0.0005612
220,1684.1,0.45858,0.35746,0.9427,0.96201,0.91176,0.95097,0.74687,0.90535,0.43635,1.27414,0.0005546,0.0005546,0.0005546
221,1690.01,0.48026,0.32415,0.95038,0.95011,0.89706,0.95735,0.76115,0.88365,0.43577,1.26429,0.000548,0.000548,0.000548
222,1702.08,0.49727,0.3487,0.94014,0.89978,0.94118,0.94642,0.74363,0.90965,0.45792,1.29618,0.0005414,0.0005414,0.0005414
223,1708.29,0.50032,0.36231,0.95451,0.91071,0.94118,0.94686,0.75327,0.91147,0.44348,1.30449,0.0005348,0.0005348,0.0005348
224,1715.36,0.50255,0.3563,0.9455,0.94437,0.91176,0.9455,0.74761,0.92109,0.43745,1.31676,0.0005282,0.0005282,0.0005282
225,1728.94,0.50792,0.35393,0.96104,0.92727,0.93753,0.94941,0.75594,0.90941,0.43438,1.28573,0.0005216,0.0005216,0.0005216
226,1735.58,0.49262,0.3539,0.95108,0.94902,0.94118,0.95337,0.76888,0.84224,0.4364,1.20978,0.000515,0.000515,0.000515
227,1744.64,0.46785,0.32282,0.9545,0.96763,0.94118,0.96232,0.7688,0.84138,0.39987,1.2097,0.0005084,0.0005084,0.0005084
228,1750.68,0.43992,0.32095,0.93403,0.94504,0.94118,0.96344,0.76976,0.86476,0.39626,1.2255,0.0005018,0.0005018,0.0005018
229,1758.58,0.51708,0.3791,0.95068,0.96566,0.92647,0.95952,0.77392,0.8941,0.40514,1.24554,0.0004952,0.0004952,0.0004952
230,1767.44,0.45573,0.33373,0.94476,0.95829,0.92647,0.95799,0.74837,0.90993,0.39877,1.28312,0.0004886,0.0004886,0.0004886
231,1773.74,0.48571,0.36109,0.95,0.96612,0.94118,0.95409,0.76342,0.88047,0.38108,1.27299,0.000482,0.000482,0.000482
232,1782.73,0.47357,0.32844,0.93091,0.98457,0.93843,0.96525,0.76463,0.87344,0.41473,1.2644,0.0004754,0.0004754,0.0004754
233,1788.5,0.47533,0.32946,0.96051,0.98347,0.94118,0.95403,0.76946,0.86902,0.42004,1.26808,0.0004688,0.0004688,0.0004688
234,1796.16,0.49057,0.35223,0.95226,0.98483,0.95449,0.9651,0.76722,0.88849,0.42448,1.2954,0.0004622,0.0004622,0.0004622
235,1805.36,0.45751,0.31848,0.95041,0.96799,0.94118,0.95232,0.7592,0.88312,0.39959,1.28424,0.0004556,0.0004556,0.0004556
236,1811.3,0.50861,0.34868,0.97485,0.97758,0.92647,0.95665,0.75817,0.87573,0.39197,1.25723,0.000449,0.000449,0.000449
237,1820.49,0.48871,0.34448,0.94491,0.95801,0.94118,0.95272,0.75738,0.86672,0.39151,1.23066,0.0004424,0.0004424,0.0004424
238,1826.84,0.47106,0.33527,0.92459,0.95001,0.92647,0.94513,0.75627,0.8469,0.39868,1.20735,0.0004358,0.0004358,0.0004358
239,1835.05,0.50581,0.34608,0.95719,0.94113,0.94038,0.94815,0.75189,0.87826,0.40681,1.23198,0.0004292,0.0004292,0.0004292
240,1843.35,0.42584,0.3094,0.92225,0.96966,0.94001,0.95119,0.74806,0.9029,0.41236,1.26181,0.0004226,0.0004226,0.0004226
241,1849.23,0.4269,0.33111,0.91802,0.98148,0.91176,0.95079,0.76311,0.89737,0.44323,1.25471,0.000416,0.000416,0.000416
242,1857.57,0.4856,0.35251,0.95202,0.95495,0.93535,0.95193,0.76232,0.87048,0.41067,1.24041,0.0004094,0.0004094,0.0004094
243,1864.67,0.41937,0.30427,0.92056,0.98183,0.89706,0.9525,0.76795,0.86176,0.42954,1.22592,0.0004028,0.0004028,0.0004028
244,1872.95,0.47007,0.3241,0.94037,0.96511,0.94118,0.95412,0.76082,0.8853,0.44134,1.24947,0.0003962,0.0003962,0.0003962
245,1882.42,0.45403,0.31692,0.9419,0.96533,0.94118,0.95286,0.75586,0.8913,0.40707,1.25549,0.0003896,0.0003896,0.0003896
246,1888.27,0.48114,0.3432,0.96064,0.96462,0.94118,0.95169,0.75167,0.87902,0.40642,1.25278,0.000383,0.000383,0.000383
247,1895.62,0.46941,0.3294,0.93913,0.9692,0.92568,0.95,0.75795,0.86452,0.39547,1.25241,0.0003764,0.0003764,0.0003764
248,1905.95,0.46976,0.32502,0.94377,0.96852,0.92647,0.94728,0.75687,0.87193,0.41365,1.27045,0.0003698,0.0003698,0.0003698
249,1912.07,0.47194,0.33524,0.9565,0.96833,0.92647,0.94427,0.76325,0.88726,0.41164,1.27667,0.0003632,0.0003632,0.0003632
250,1920.84,0.44296,0.32344,0.93063,0.96791,0.92647,0.94824,0.76252,0.88384,0.41832,1.26468,0.0003566,0.0003566,0.0003566
251,1926.61,0.43307,0.31254,0.93598,0.96813,0.92647,0.95143,0.76669,0.86528,0.41919,1.2453,0.00035,0.00035,0.00035
252,1933.84,0.48314,0.31594,0.94419,0.9676,0.92647,0.95305,0.7665,0.86274,0.43634,1.23959,0.0003434,0.0003434,0.0003434
253,1942.88,0.41913,0.2912,0.93282,0.98481,0.95354,0.96778,0.77275,0.84013,0.42216,1.21812,0.0003368,0.0003368,0.0003368
254,1948.67,0.45963,0.31825,0.9522,0.98353,0.95588,0.96808,0.77495,0.85546,0.41244,1.22842,0.0003302,0.0003302,0.0003302
255,1957.71,0.41567,0.29147,0.9302,0.96943,0.94118,0.95556,0.78169,0.85493,0.38289,1.24157,0.0003236,0.0003236,0.0003236
256,1963.96,0.44615,0.32137,0.94481,0.96966,0.93992,0.95346,0.7797,0.84495,0.3789,1.22551,0.000317,0.000317,0.000317
257,1970.26,0.45414,0.33373,0.92983,0.96759,0.92647,0.95108,0.77764,0.82227,0.39464,1.2142,0.0003104,0.0003104,0.0003104
258,1981.09,0.47899,0.34842,0.96747,0.96812,0.92647,0.94916,0.77241,0.83651,0.41881,1.21611,0.0003038,0.0003038,0.0003038
259,1986.96,0.44363,0.31826,0.93104,0.95347,0.92647,0.95028,0.78032,0.81195,0.39332,1.19031,0.0002972,0.0002972,0.0002972
260,1994.97,0.43089,0.31128,0.92217,0.97011,0.95452,0.9643,0.78438,0.81242,0.39598,1.18794,0.0002906,0.0002906,0.0002906
261,2002.94,0.46988,0.31216,0.96368,0.97012,0.95492,0.96553,0.77971,0.8357,0.39501,1.19832,0.000284,0.000284,0.000284
262,2010.52,0.44136,0.3175,0.94507,0.98482,0.95439,0.96725,0.77955,0.83937,0.41721,1.21155,0.0002774,0.0002774,0.0002774
263,2019.64,0.459,0.32788,0.95076,0.98495,0.96236,0.96769,0.7774,0.83239,0.43051,1.20465,0.0002708,0.0002708,0.0002708
264,2025.66,0.46413,0.31458,0.92698,0.98264,0.97059,0.96713,0.77635,0.82445,0.41398,1.20143,0.0002642,0.0002642,0.0002642
265,2032.81,0.45179,0.30854,0.93137,0.96926,0.95588,0.95245,0.76757,0.83403,0.40342,1.21134,0.0002576,0.0002576,0.0002576
266,2041.41,0.4611,0.32055,0.96815,0.95068,0.95588,0.95209,0.77669,0.81425,0.40264,1.18831,0.000251,0.000251,0.000251
267,2050.43,0.44649,0.31477,0.94375,0.94174,0.95092,0.95138,0.77309,0.82816,0.40386,1.19888,0.0002444,0.0002444,0.0002444
268,2060.23,0.43459,0.30252,0.92273,0.96587,0.91176,0.94896,0.76718,0.85154,0.41892,1.22457,0.0002378,0.0002378,0.0002378
269,2066.13,0.4352,0.29779,0.93974,0.96526,0.91176,0.94917,0.76913,0.85219,0.42089,1.22832,0.0002312,0.0002312,0.0002312
270,2073.36,0.39209,0.27908,0.90906,0.96794,0.91176,0.95047,0.76354,0.85563,0.41656,1.23571,0.0002246,0.0002246,0.0002246
271,2082.88,0.42697,0.28556,0.92396,0.97889,0.91176,0.95165,0.76968,0.85182,0.41004,1.23978,0.000218,0.000218,0.000218
272,2088.81,0.40882,0.27165,0.93448,0.95411,0.94118,0.96265,0.78136,0.86679,0.40502,1.25082,0.0002114,0.0002114,0.0002114
273,2097.26,0.40342,0.2854,0.93397,0.95576,0.95322,0.9635,0.78515,0.8762,0.40289,1.25872,0.0002048,0.0002048,0.0002048
274,2104.59,0.46488,0.3129,0.95609,0.9544,0.95588,0.96316,0.77377,0.87829,0.41166,1.25728,0.0001982,0.0001982,0.0001982
275,2110.44,0.42449,0.28546,0.93338,0.95644,0.96863,0.96362,0.76251,0.86141,0.4133,1.2385,0.0001916,0.0001916,0.0001916
276,2121.58,0.41832,0.31092,0.93729,0.95637,0.96717,0.96371,0.778,0.84962,0.40738,1.22506,0.000185,0.000185,0.000185
277,2127.76,0.41428,0.30221,0.91167,0.95581,0.95417,0.96368,0.77782,0.87151,0.4029,1.24371,0.0001784,0.0001784,0.0001784
278,2134.48,0.44144,0.30446,0.93507,0.98483,0.95481,0.96813,0.78675,0.87062,0.39878,1.24481,0.0001718,0.0001718,0.0001718
279,2143.75,0.39357,0.28077,0.91396,0.97011,0.95457,0.96512,0.77885,0.86711,0.40601,1.23959,0.0001652,0.0001652,0.0001652
280,2151.28,0.39478,0.30124,0.90267,0.96876,0.94118,0.96476,0.77867,0.86955,0.40877,1.24413,0.0001586,0.0001586,0.0001586
281,2160.03,0.43473,0.31478,0.92667,0.98483,0.95449,0.96794,0.7755,0.87314,0.40714,1.24955,0.000152,0.000152,0.000152
282,2166.45,0.42616,0.30384,0.92645,0.95608,0.96041,0.96548,0.78573,0.86866,0.40478,1.24694,0.0001454,0.0001454,0.0001454
283,2172.66,0.42043,0.29603,0.93788,0.9687,0.94118,0.96481,0.77877,0.86046,0.3959,1.23654,0.0001388,0.0001388,0.0001388
284,2182.64,0.40905,0.30866,0.92373,0.9684,0.94118,0.96481,0.77803,0.85569,0.40061,1.23629,0.0001322,0.0001322,0.0001322
285,2190.82,0.38847,0.27434,0.90647,0.97011,0.95465,0.96482,0.7785,0.84919,0.40168,1.23341,0.0001256,0.0001256,0.0001256
286,2199.99,0.40996,0.30961,0.92489,0.97011,0.95446,0.96489,0.77838,0.85389,0.39905,1.23972,0.000119,0.000119,0.000119
287,2206.39,0.43045,0.29926,0.94507,0.96846,0.94118,0.96487,0.77706,0.86043,0.39793,1.24526,0.0001124,0.0001124,0.0001124
288,2212.98,0.40886,0.29741,0.92102,0.9701,0.95413,0.96493,0.77603,0.86941,0.39515,1.25194,0.0001058,0.0001058,0.0001058
289,2222.59,0.40101,0.29155,0.91084,0.97009,0.95408,0.96504,0.778,0.87735,0.40547,1.25853,9.92e-05,9.92e-05,9.92e-05
290,2228.55,0.40847,0.2924,0.92464,0.97009,0.95403,0.96511,0.77407,0.86335,0.40092,1.24526,9.26e-05,9.26e-05,9.26e-05
291,2239.95,0.27858,0.20071,0.85923,0.97013,0.95526,0.96423,0.76876,0.84728,0.41403,1.24088,8.6e-05,8.6e-05,8.6e-05
292,2246.66,0.26526,0.19105,0.81913,0.97014,0.95547,0.96376,0.76166,0.8373,0.42771,1.2487,7.94e-05,7.94e-05,7.94e-05
293,2257.84,0.27356,0.19331,0.83312,0.98485,0.95569,0.96383,0.75313,0.84908,0.42884,1.26001,7.28e-05,7.28e-05,7.28e-05
294,2264.94,0.27025,0.18906,0.82032,0.98484,0.95551,0.96369,0.75153,0.85669,0.42255,1.27,6.62e-05,6.62e-05,6.62e-05
295,2270.84,0.27182,0.18962,0.85002,0.98484,0.95511,0.96268,0.75295,0.86567,0.41583,1.27917,5.96e-05,5.96e-05,5.96e-05
296,2280.18,0.26163,0.19668,0.83647,0.98484,0.95511,0.96243,0.75621,0.87054,0.4153,1.28286,5.3e-05,5.3e-05,5.3e-05
297,2286.2,0.27973,0.20065,0.83774,0.98484,0.9554,0.96212,0.7567,0.86869,0.41584,1.28204,4.64e-05,4.64e-05,4.64e-05
298,2292.08,0.28047,0.19255,0.83133,0.98484,0.95542,0.9624,0.76103,0.86371,0.41496,1.27746,3.98e-05,3.98e-05,3.98e-05
299,2301.78,0.26343,0.18403,0.84243,0.98485,0.95571,0.96223,0.75425,0.85426,0.41447,1.26677,3.32e-05,3.32e-05,3.32e-05
300,2307.61,0.25956,0.18136,0.83229,0.98484,0.95558,0.96227,0.75676,0.85223,0.42318,1.26383,2.66e-05,2.66e-05,2.66e-05
